Wall time,Step,Value
1681260720.438772,768,2.3299999237060547
1681260724.4910688,2432,2.299999952316284
1681260726.509044,3200,2.569999933242798
1681260732.1223848,5248,2.259999990463257
1681260732.663612,5504,2.5199999809265137
1681260733.5563571,5888,2.450000047683716
1681260735.890508,6912,2.3399999141693115
1681260736.846039,7296,2.549999952316284
1681260742.112728,9216,2.2100000381469727
1681260742.968116,9600,2.319999933242798
1681260748.778014,12160,2.259999990463257
1681260751.041965,13184,2.3499999046325684
1681260752.26985,13696,2.4800000190734863
1681260758.2563221,16256,2.390000104904175
1681260762.160646,17920,2.3399999141693115
1681260767.121139,19968,2.4000000953674316
1681260767.998425,20352,2.450000047683716
1681260770.569033,21504,2.1700000762939453
1681260773.6335611,22912,2.5199999809265137
1681260775.038342,23552,2.130000114440918
1681260775.6709802,23808,2.5
1681260775.953551,23936,2.7799999713897705
1681260777.112372,24448,2.430000066757202
1681260781.9141388,26624,2.319999933242798
1681260786.575857,28672,2.859999895095825
1681260788.428938,29440,2.5
1681260789.820823,30080,2.7300000190734863
1681260794.221031,32000,2.390000104904175
1681260795.952849,32768,2.5999999046325684
1681260797.376288,33408,2.4700000286102295
1681260799.504412,34304,2.240000009536743
1681260800.677772,34816,2.369999885559082
1681260801.307541,35072,2.3299999237060547
1681260806.595969,37504,2.1700000762939453
1681260811.0431948,39552,2.0999999046325684
1681260811.607306,39808,2.440000057220459
1681260813.835595,40832,2.430000066757202
1681260817.455509,42368,2.75
1681260820.029175,43520,2.559999942779541
1681260822.560756,44544,2.5399999618530273
1681260827.310771,46592,2.569999933242798
1681260828.443406,47104,2.4800000190734863
1681260844.9704142,54016,2.1600000858306885
1681260845.2737331,54144,1.8899999856948853
1681260850.396728,56320,2.4000000953674316
1681260851.320024,56704,2.7100000381469727
1681260852.246325,57088,2.2300000190734863
1681260856.400584,59008,2.3299999237060547
1681260857.268595,59392,2.200000047683716
1681260857.5703092,59520,2.4700000286102295
1681260860.2673569,60800,2.390000104904175
1681260865.014463,62976,2.490000009536743
1681260865.601824,63232,2.5
1681260871.51521,65920,2.190000057220459
1681260872.3588538,66304,2.5199999809265137
1681260876.2512782,68096,2.299999952316284
1681260877.651123,68736,2.2899999618530273
1681260880.776671,70144,2.2100000381469727
1681260883.531522,71424,2.4600000381469727
1681260885.192898,72192,2.630000114440918
1681260888.00139,73472,2.559999942779541
1681260889.6536162,74240,2.2100000381469727
1681260890.219164,74496,2.6600000858306885
1681260891.648661,75136,2.390000104904175
1681260891.92742,75264,2.25
1681260896.2451258,77184,2.3499999046325684
1681260901.247988,79488,1.9600000381469727
1681260901.854375,79744,2.5399999618530273
1681260905.343422,81280,2.4100000858306885
1681260907.145751,82176,2.3499999046325684
1681260907.4289558,82304,2.259999990463257
1681260908.007875,82560,2.4800000190734863
1681260908.853854,82944,2.299999952316284
1681260909.3706722,83200,2.369999885559082
1681260912.850163,84736,2.630000114440918
1681260915.658192,86016,2.1500000953674316
1681260918.8922749,87552,2.109999895095825
1681260920.215418,88192,2.430000066757202
1681260927.8681102,91520,2.009999990463257
1681260929.12639,92032,2.140000104904175
1681260930.282062,92544,2.559999942779541
1681260930.651045,92672,2.450000047683716
1681260932.598666,93568,2.5
1681260935.140278,94720,2.509999990463257
1681260936.3510761,95232,2.509999990463257
1681260937.521888,95744,2.359999895095825
1681260938.9021308,96384,2.5
1681260939.976941,96896,2.5299999713897705
1681260942.428691,98048,2.869999885559082
1681260943.56656,98560,2.2799999713897705
1681260944.166076,98816,2.450000047683716
1681260944.7577732,99072,2.3399999141693115
1681260946.833171,99968,2.509999990463257
1681260948.3568,100608,2.309999942779541
1681260948.939749,100864,2.4600000381469727
1681260950.317269,101504,2.2200000286102295
1681260950.847735,101760,2.5999999046325684
1681260951.889672,102272,2.440000057220459
1681260952.958164,102784,2.5799999237060547
1681260954.694253,103552,2.4100000858306885
1681260955.013194,103680,2.2300000190734863
1681260961.397527,106624,2.440000057220459
1681260962.537118,107136,2.5999999046325684
1681260971.815903,111360,2.1700000762939453
1681260973.1555562,112000,2.1700000762939453
1681260973.731273,112256,2.450000047683716
1681260975.3398569,113024,2.619999885559082
1681260979.294589,114816,2.4200000762939453
1681260980.4330492,115328,2.1600000858306885
1681260982.449128,116224,2.2899999618530273
1681260983.017375,116480,2.4000000953674316
1681260984.680931,117248,2.5299999713897705
1681260985.205725,117504,2.4700000286102295
1681260989.16649,119296,2.7799999713897705
1681260989.447484,119424,2.3399999141693115
1681260992.252715,120704,2.259999990463257
1681260993.080269,121088,2.309999942779541
1681260995.56752,122240,2.259999990463257
1681260996.689457,122752,2.4000000953674316
1681260997.884345,123264,2.180000066757202
1681261000.441068,124416,2.4100000858306885
1681261000.701257,124544,2.2300000190734863
1681261002.422019,125312,2.440000057220459
1681261002.6929321,125440,2.569999933242798
1681261004.117037,126080,2.3499999046325684
1681261007.58583,127616,2.3399999141693115
1681261009.303997,128384,2.450000047683716
1681261010.156167,128768,2.5399999618530273
1681261012.767052,129920,2.4100000858306885
1681261016.00931,131328,2.319999933242798
1681261021.302602,133760,2.5
1681261024.863639,135424,2.299999952316284
1681261026.489386,136192,2.049999952316284
1681261027.300664,136576,2.319999933242798
1681261027.8782551,136832,2.2899999618530273
1681261028.9745972,137344,2.200000047683716
1681261030.6798642,138112,2.3399999141693115
1681261032.060957,138752,2.509999990463257
1681261034.9608939,140032,2.609999895095825
1681261036.67454,140800,2.2699999809265137
1681261037.770376,141312,2.630000114440918
1681261038.047371,141440,2.390000104904175
1681261040.8280919,142720,2.2300000190734863
1681261042.23933,143360,2.4200000762939453
1681261053.015149,148096,2.2300000190734863
1681261054.073227,148608,2.559999942779541
1681261054.378436,148736,2.5199999809265137
1681261054.66303,148864,2.640000104904175
1681261059.777482,151168,2.5299999713897705
1681261063.275407,152704,2.369999885559082
1681261063.547462,152832,2.380000114440918
1681261065.371841,153600,2.4000000953674316
1681261067.4096498,154496,2.319999933242798
1681261074.877137,157824,2.130000114440918
1681261075.4391859,158080,2.359999895095825
1681261078.220224,159360,2.4800000190734863
1681261081.524412,160768,2.4200000762939453
1681261082.3415911,161152,2.509999990463257
1681261083.2016158,161536,2.380000114440918
1681261089.171202,164096,2.559999942779541
1681261090.874912,164864,2.3499999046325684
1681261092.923533,165760,2.5899999141693115
1681261094.646699,166528,2.140000104904175
1681261097.4055629,167808,2.7699999809265137
1681261099.040852,168576,2.4100000858306885
1681261099.985628,168960,2.619999885559082
1681261103.29836,170368,2.390000104904175
1681261104.2185862,170752,2.4700000286102295
1681261105.0413089,171136,2.490000009536743
1681261105.314359,171264,2.4800000190734863
1681261118.811462,177408,2.259999990463257
1681261119.680128,177792,2.7100000381469727
1681261120.569495,178176,2.5
1681261120.858033,178304,2.569999933242798
1681261126.9206579,181120,2.569999933242798
1681261130.287931,182656,2.2799999713897705
1681261130.8395011,182912,2.369999885559082
1681261131.92357,183424,2.440000057220459
1681261133.1190379,183936,2.359999895095825
1681261134.274078,184448,2.390000104904175
1681261141.319508,187648,2.7300000190734863
1681261141.5887518,187776,2.7699999809265137
1681261144.812716,189184,2.509999990463257
1681261146.980896,190208,2.319999933242798
1681261148.0228522,190720,2.440000057220459
1681261148.5848162,190976,2.25
1681261153.439483,193152,2.140000104904175
1681261157.716148,195072,2.4700000286102295
1681261158.7999191,195584,2.3499999046325684
1681261165.5918841,198784,2.319999933242798
1681261169.9551868,200832,2.4700000286102295
1681261170.2317388,200960,2.4200000762939453
1681261174.4918962,202880,2.1700000762939453
1681261175.600986,203392,2.5799999237060547
1681261178.106177,204544,2.509999990463257
1681261180.0009239,205440,2.440000057220459
1681261180.250572,205568,2.549999952316284
1681261183.857485,207232,2.5399999618530273
1681261186.3121321,208384,2.390000104904175
1681261187.676439,209024,2.5399999618530273
1681261189.07859,209664,2.4100000858306885
1681261189.9714382,210048,2.2699999809265137
1681261191.3736699,210688,2.380000114440918
1681261192.179014,211072,2.630000114440918
1681261195.510793,212608,2.569999933242798
1681261197.675423,213632,2.380000114440918
1681261199.559916,214528,2.3399999141693115
1681261201.421939,215424,2.8399999141693115
1681261203.85216,216576,2.1600000858306885
1681261205.028233,217088,2.490000009536743
1681261205.320544,217216,2.5999999046325684
1681261205.641085,217344,2.509999990463257
1681261206.208854,217600,2.440000057220459
1681261207.034414,217984,2.2300000190734863
1681261208.961828,218880,2.299999952316284
1681261211.4412658,220032,2.259999990463257
1681261214.199879,221312,2.380000114440918
1681261215.3303838,221824,2.5799999237060547
1681261215.8580039,222080,2.3399999141693115
1681261216.6946392,222464,2.4600000381469727
1681261218.045633,223104,2.2699999809265137
1681261218.917739,223488,2.2899999618530273
1681261219.212587,223616,2.4800000190734863
1681261219.504143,223744,2.240000009536743
1681261224.7653801,226176,2.069999933242798
1681261227.2377841,227328,2.7100000381469727
1681261228.849461,228096,2.259999990463257
1681261230.807907,228992,2.180000066757202
1681261231.058599,229120,2.5
1681261233.5807061,230272,2.5299999713897705
1681261235.4080992,231168,2.3299999237060547
1681261238.685418,232704,2.3499999046325684
1681261241.278965,233856,2.490000009536743
1681261242.430728,234368,2.440000057220459
1681261245.154369,235648,2.180000066757202
1681261246.240983,236160,2.380000114440918
1681261248.741607,237312,1.9900000095367432
1681261252.3579788,238976,2.7300000190734863
1681261253.239968,239360,2.430000066757202
1681261254.978935,240128,2.4000000953674316
1681261255.5023308,240384,2.619999885559082
1681261264.830122,244736,2.569999933242798
1681261266.4437828,245504,2.7699999809265137
1681261271.193674,247680,2.6700000762939453
1681261271.798825,247936,2.4200000762939453
1681261272.361349,248192,2.5299999713897705
1681261274.2028108,248960,2.5999999046325684
1681261275.018143,249344,2.4200000762939453
1681261275.6129699,249600,2.069999933242798
1681261280.612521,251904,2.4100000858306885
1681261284.507783,253696,2.5399999618530273
1681261285.065269,253952,2.5799999237060547
1681261290.0651178,256256,2.309999942779541
1681261291.203289,256768,2.869999885559082
1681261293.4544861,257792,2.4800000190734863
1681261298.196783,259968,2.259999990463257
1681261299.917623,260736,2.3499999046325684
1681261306.5909288,263808,2.7100000381469727
1681261309.9070542,265344,2.299999952316284
1681261310.159127,265472,2.490000009536743
1681261311.056619,265856,2.2100000381469727
1681261311.324647,265984,2.509999990463257
1681261311.888535,266240,2.4200000762939453
1681261312.4128509,266496,2.319999933242798
1681261313.48347,267008,2.380000114440918
1681261314.589764,267520,2.4100000858306885
1681261315.993631,268160,2.299999952316284
1681261316.613203,268416,2.630000114440918
1681261320.831285,270336,2.2699999809265137
1681261330.285581,274688,2.3399999141693115
1681261331.4333382,275200,2.4200000762939453
1681261332.024812,275456,2.2699999809265137
1681261333.480521,276096,2.430000066757202
1681261335.961885,277248,2.4800000190734863
1681261338.2785861,278272,2.4800000190734863
1681261339.368,278784,2.440000057220459
1681261342.2621078,280064,2.200000047683716
1681261342.846857,280320,2.369999885559082
1681261343.418657,280576,2.6700000762939453
1681261343.75035,280704,2.680000066757202
1681261344.887649,281216,2.6700000762939453
1681261345.6511621,281600,2.259999990463257
1681261348.030143,282624,2.4000000953674316
1681261349.181538,283136,2.569999933242798
1681261353.195887,284928,2.569999933242798
1681261354.908504,285696,2.390000104904175
1681261356.275797,286336,2.309999942779541
1681261356.55674,286464,2.4000000953674316
1681261357.115409,286720,2.190000057220459
1681261357.9878201,287104,2.1600000858306885
1681261358.5245461,287360,2.4100000858306885
1681261359.073496,287616,2.5
1681261359.364206,287744,2.490000009536743
1681261361.51832,288640,2.5
1681261362.4601228,289024,2.450000047683716
1681261363.77825,289664,2.319999933242798
1681261369.0825632,292096,2.3299999237060547
1681261371.794564,293376,2.5899999141693115
1681261373.4253628,294144,2.2799999713897705
1681261375.129039,294912,2.4200000762939453
1681261376.142818,295424,2.3399999141693115
1681261376.436032,295552,2.190000057220459
1681261379.389374,296960,2.390000104904175
1681261379.656246,297088,2.680000066757202
1681261383.858592,299008,2.380000114440918
1681261386.680512,300288,2.5899999141693115
1681261389.157111,301440,2.759999990463257
1681261393.8788218,303616,2.369999885559082
1681261398.943205,305920,2.5
1681261399.210034,306048,2.490000009536743
1681261399.743398,306304,2.4200000762939453
1681261402.609576,307584,2.5399999618530273
1681261403.73121,308096,2.619999885559082
1681261408.9991171,310528,2.5399999618530273
1681261412.005568,311936,2.3399999141693115
1681261414.146681,312960,2.4000000953674316
1681261415.7707462,313728,2.609999895095825
1681261416.066601,313856,2.3499999046325684
1681261416.645344,314112,2.309999942779541
1681261417.2150998,314368,2.3499999046325684
1681261418.596055,315008,2.700000047683716
1681261425.693658,318208,2.2799999713897705
1681261425.974947,318336,2.200000047683716
1681261428.735147,319616,2.369999885559082
1681261429.257838,319872,2.4600000381469727
1681261430.64469,320512,2.369999885559082
1681261434.46164,322304,2.5299999713897705
1681261436.2003682,323072,2.569999933242798
1681261438.186454,323968,2.559999942779541
1681261438.752964,324224,2.5399999618530273
1681261443.062907,326144,2.180000066757202
1681261444.187496,326656,2.319999933242798
1681261444.7736151,326912,2.700000047683716
1681261448.2533708,328576,2.619999885559082
1681261451.574743,330112,2.3299999237060547
1681261454.880785,331648,2.4200000762939453
1681261455.152909,331776,2.4200000762939453
1681261455.4160519,331904,2.4600000381469727
1681261457.809651,332928,2.430000066757202
1681261459.482906,333696,2.430000066757202
1681261464.4541,335872,2.490000009536743
1681261466.157056,336640,2.380000114440918
1681261466.446111,336768,2.5199999809265137
1681261468.5939221,337792,2.559999942779541
1681261470.283227,338560,2.619999885559082
1681261471.899955,339328,2.4100000858306885
1681261473.269619,339968,2.6700000762939453
1681261479.7607622,342912,2.2799999713897705
1681261480.3341079,343168,2.2100000381469727
1681261481.7150779,343808,2.5799999237060547
1681261483.185371,344448,2.5899999141693115
1681261486.809464,346112,2.4600000381469727
1681261488.73249,347008,2.309999942779541
1681261492.963358,348928,2.3499999046325684
1681261496.453472,350464,2.25
1681261497.2773619,350848,2.2100000381469727
1681261501.278611,352640,2.5999999046325684
1681261501.599901,352768,2.5199999809265137
1681261502.1314719,353024,2.6600000858306885
1681261511.2698581,357120,2.2300000190734863
1681261511.550787,357248,2.2799999713897705
1681261511.8449259,357376,2.380000114440918
1681261513.88273,358272,2.200000047683716
1681261517.0671701,359680,2.2200000286102295
1681261521.103754,361600,2.6700000762939453
1681261521.9821498,361984,2.5
1681261522.52706,362240,2.4100000858306885
1681261531.221895,366080,2.4000000953674316
1681261534.903808,367744,2.509999990463257
1681261537.4072902,368896,2.25
1681261539.920029,370048,1.9900000095367432
1681261541.705409,370816,2.2300000190734863
1681261542.856561,371328,2.440000057220459
1681261547.652607,373504,2.3399999141693115
1681261548.145899,373760,2.640000104904175
1681261548.458616,373888,2.3299999237060547
1681261548.788307,374016,2.440000057220459
1681261551.802031,375424,2.319999933242798
1681261556.960556,377728,2.7200000286102295
1681261561.695574,379904,2.4700000286102295
1681261563.959852,380928,2.430000066757202
1681261570.299225,383872,2.4100000858306885
1681261572.761396,385024,2.5799999237060547
1681261573.344647,385280,2.440000057220459
1681261573.865779,385536,2.700000047683716
1681261574.9481852,386048,2.5199999809265137
1681261575.254955,386176,2.630000114440918
1681261578.264334,387584,2.9100000858306885
1681261579.1075552,387968,2.1700000762939453
1681261581.366822,388992,2.7699999809265137
1681261582.214516,389376,2.619999885559082
1681261584.760364,390528,2.619999885559082
1681261589.089953,392448,2.509999990463257
1681261590.24524,392960,2.3399999141693115
1681261590.7521029,393216,2.2899999618530273
1681261594.79073,395136,2.390000104904175
1681261598.3905349,396800,3.0299999713897705
1681261604.712672,399744,2.3499999046325684
1681261609.1816,401664,2.3399999141693115
1681261609.49206,401792,2.4700000286102295
1681261611.360214,402688,2.130000114440918
1681261612.802098,403328,2.4100000858306885
1681261614.183255,403968,2.119999885559082
1681261615.2796538,404480,2.25
1681261615.862944,404736,2.690000057220459
1681261620.4258041,406784,2.25
1681261623.506677,408192,2.3399999141693115
1681261625.5172532,409088,1.940000057220459
1681261625.7804601,409216,2.369999885559082
1681261627.705587,410112,2.450000047683716
1681261628.5984378,410496,2.5299999713897705
1681261635.2260768,413568,2.299999952316284
1681261636.0337338,413952,2.819999933242798
1681261638.046259,414848,2.2300000190734863
1681261638.862684,415232,2.259999990463257
1681261639.1485069,415360,2.309999942779541
1681261639.7434602,415616,2.5299999713897705
1681261640.0144799,415744,2.5799999237060547
1681261645.61567,418304,2.6600000858306885
1681261646.96865,418944,2.1700000762939453
1681261649.357077,420096,2.7200000286102295
1681261649.959275,420352,2.7899999618530273
1681261655.9991941,423168,2.3299999237060547
1681261658.192161,424192,2.7699999809265137
1681261662.1418629,425984,2.259999990463257
1681261662.4414132,426112,2.319999933242798
1681261663.861141,426752,2.450000047683716
1681261665.338578,427392,2.630000114440918
1681261667.226354,428288,2.4700000286102295
1681261675.345301,432000,2.4100000858306885
1681261675.824796,432256,2.5999999046325684
1681261676.387698,432512,2.4200000762939453
1681261678.611291,433536,2.609999895095825
1681261683.361294,435712,2.450000047683716
1681261684.80807,436352,2.3299999237060547
1681261690.7870789,439168,2.5
1681261691.649997,439552,2.549999952316284
1681261693.1151319,440192,2.190000057220459
1681261695.0825758,441088,2.319999933242798
1681261696.178066,441600,2.059999942779541
1681261696.7176151,441856,2.380000114440918
1681261698.459645,442624,2.3399999141693115
1681261698.714637,442752,2.5199999809265137
1681261700.480201,443520,2.4000000953674316
1681261702.3923452,444416,2.369999885559082
1681261704.0826612,445184,2.390000104904175
1681261704.919824,445568,2.509999990463257
1681261709.572652,447744,2.490000009536743
1681261710.100327,448000,2.369999885559082
1681261712.94767,449280,2.7899999618530273
1681261713.768131,449664,2.2300000190734863
1681261715.688961,450560,2.2300000190734863
1681261720.1927521,452608,2.509999990463257
1681261720.7266262,452864,2.5399999618530273
1681261722.384235,453632,2.680000066757202
1681261723.4144158,454144,2.8399999141693115
1681261724.017292,454400,2.549999952316284
1681261727.929232,456192,2.559999942779541
1681261732.6346838,458368,2.2799999713897705
1681261735.8664908,459904,2.559999942779541
1681261738.170762,460928,2.609999895095825
1681261743.2198489,463232,2.690000057220459
1681261743.762351,463488,2.359999895095825
1681261744.324427,463744,2.240000009536743
1681261745.139641,464128,1.9900000095367432
1681261746.020638,464512,2.690000057220459
1681261750.865236,466688,2.190000057220459
1681261754.176977,468096,2.630000114440918
1681261754.457469,468224,2.549999952316284
1681261758.083126,469888,2.5899999141693115
1681261766.5519722,473728,2.259999990463257
